model,arm,item,truth,failing,realized_words,fail_retained,policy_survival,decision,decision_correct,which,which_raw,which_correct,which_unmatched,incoherent,nn_decision
gpt,fusion,aviation_airworthiness-031,DENIED,engine oil temperature,17,True,0.3333333333333333,DENIED,True,engine oil temperature,oil temperature,True,False,False,DENIED
gpt,fusion,aviation_airworthiness-032,DENIED,nose strut extension,16,False,0.0,DENIED,True,NONE,NONE,False,False,True,DENIED
gpt,fusion,aviation_airworthiness-033,APPROVED,,18,,0.0,DENIED,False,NONE,NONE,True,False,True,APPROVED
gpt,fusion,aviation_airworthiness-034,DENIED,hydraulic system pressure,17,False,0.0,DENIED,True,NONE,NONE,False,False,True,APPROVED
gpt,fusion,aviation_airworthiness-035,APPROVED,,17,,0.0,DENIED,False,NONE,NONE,True,False,True,DENIED
gpt,fusion,aviation_airworthiness-036,APPROVED,,19,,0.0,DENIED,False,NONE,NONE,True,False,True,APPROVED
gpt,fusion,aviation_airworthiness-037,APPROVED,,16,,0.0,DENIED,False,NONE,NONE,True,False,True,DENIED
gpt,fusion,aviation_airworthiness-038,APPROVED,,17,,0.0,DENIED,False,NONE,NONE,True,False,True,DENIED
gpt,fusion,aviation_airworthiness-039,DENIED,magneto drop,34,False,0.6666666666666666,DENIED,True,magneto drop,magneto drop,True,False,False,DENIED
gpt,fusion,aviation_airworthiness-040,DENIED,magneto drop,23,True,1.0,DENIED,True,magneto drop,magneto drop,True,False,False,
gpt,fusion,aviation_airworthiness-041,APPROVED,,17,,0.6666666666666666,DENIED,False,aileron cable tension,aileron cable tension,False,False,False,APPROVED
gpt,fusion,aviation_airworthiness-042,APPROVED,,16,,0.3333333333333333,DENIED,False,NONE,NONE,True,False,True,
gpt,fusion,aviation_airworthiness-043,DENIED,propeller blade track deviation,23,True,1.0,DENIED,True,propeller blade track deviation,propeller blade track deviation,True,False,False,DENIED
gpt,fusion,aviation_airworthiness-044,DENIED,nose strut extension,21,True,1.0,DENIED,True,nose strut extension,nose strut extension,True,False,False,APPROVED
gpt,fusion,aviation_airworthiness-045,DENIED,engine oil temperature,18,True,1.0,DENIED,True,engine oil temperature,engine oil temperature,True,False,False,APPROVED
gpt,fusion,aviation_airworthiness-046,APPROVED,,22,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
gpt,fusion,aviation_airworthiness-047,DENIED,propeller blade track deviation,17,True,1.0,DENIED,True,propeller blade track deviation,propeller blade track deviation,True,False,False,APPROVED
gpt,fusion,aviation_airworthiness-048,APPROVED,,14,,0.6666666666666666,APPROVED,True,pitot heat current draw,pitot heat current draw,False,False,False,DENIED
gpt,fusion,aviation_airworthiness-049,DENIED,nose strut extension,15,False,0.6666666666666666,DENIED,True,NONE,NONE,False,False,True,DENIED
gpt,fusion,aviation_airworthiness-050,APPROVED,,16,,0.0,DENIED,False,NONE,NONE,True,False,True,APPROVED
gpt,fusion,aviation_airworthiness-051,APPROVED,,15,,0.0,DENIED,False,battery open-circuit voltage,battery open-circuit voltage,False,False,False,DENIED
gpt,fusion,aviation_airworthiness-052,DENIED,brake wear pin projection,14,False,0.0,DENIED,True,NONE,NONE,False,False,True,DENIED
gpt,fusion,aviation_airworthiness-053,APPROVED,,14,,0.0,DENIED,False,NONE,NONE,True,False,True,APPROVED
gpt,fusion,aviation_airworthiness-054,APPROVED,,17,,0.0,DENIED,False,NONE,NONE,True,False,True,DENIED
gpt,fusion,aviation_airworthiness-055,APPROVED,,21,,0.6666666666666666,DENIED,False,aileron cable tension,aileron cable tension,False,False,False,DENIED
gpt,fusion,aviation_airworthiness-056,DENIED,propeller blade track deviation,20,True,0.6666666666666666,DENIED,True,propeller blade track deviation,propeller blade track deviation,True,False,False,APPROVED
gpt,fusion,aviation_airworthiness-057,DENIED,magneto drop,34,True,1.0,DENIED,True,magneto drop,magneto drop,True,False,False,APPROVED
gpt,fusion,aviation_airworthiness-058,DENIED,brake wear pin projection,36,True,1.0,DENIED,True,brake wear pin projection,brake wear pin projection,True,False,False,APPROVED
gpt,fusion,aviation_airworthiness-059,APPROVED,,18,,0.6666666666666666,DENIED,False,main tire pressure,main tire pressure,False,False,False,DENIED
