model,arm,item,domain,truth,failing,realized_words,n_values,fail_retained,policy_survival,decision,decision_correct,which,which_raw,which_correct,which_unmatched,whichab,whichab_raw,whichab_correct,whichab_abstain,whichab_none,incoherent,nn_decision
grok,cert,ops_incident-019,ops_incident,APPROVED,,18,2,,0.3333333333333333,DENIED,False,NONE,NONE,True,False,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,True,False,True,DENIED
grok,cert,ops_incident-020,ops_incident,APPROVED,,15,2,,0.3333333333333333,DENIED,False,thermal blanket coverage,thermal blanket coverage,False,False,NONE,NONE,True,False,True,False,DENIED
grok,cert,ops_incident-021,ops_incident,APPROVED,,17,2,,0.3333333333333333,DENIED,False,battery bus impedance,battery bus impedance,False,False,battery bus impedance,battery bus impedance,False,False,False,False,DENIED
grok,cert,ops_incident-022,ops_incident,DENIED,thermal blanket coverage,15,2,True,0.3333333333333333,DENIED,True,thermal blanket coverage,thermal blanket coverage,True,False,thermal blanket coverage,thermal blanket coverage,True,False,False,False,DENIED
grok,cert,ops_incident-023,ops_incident,APPROVED,,15,2,,0.3333333333333333,DENIED,False,thermal blanket coverage,thermal blanket coverage,False,False,NONE,NONE,True,False,True,False,DENIED
grok,cert,ops_incident-024,ops_incident,DENIED,telemetry downlink margin,15,2,True,0.3333333333333333,DENIED,True,telemetry downlink margin,telemetry downlink margin,True,False,telemetry downlink margin,telemetry downlink margin,True,False,False,False,DENIED
grok,cert,ops_incident-025,ops_incident,APPROVED,,16,2,,0.3333333333333333,DENIED,False,condenser outlet temperature,condenser outlet temperature,False,False,condenser outlet temperature,condenser outlet temperature,False,False,False,False,DENIED
grok,cert,ops_incident-026,ops_incident,DENIED,gyro drift rate,18,2,True,0.3333333333333333,DENIED,True,gyro drift rate,gyro drift rate,True,False,gyro drift rate,gyro drift rate,True,False,False,False,DENIED
grok,cert,ops_incident-027,ops_incident,DENIED,battery bus impedance,18,2,False,0.3333333333333333,DENIED,True,NONE,NONE,False,False,NONE,NONE,False,False,True,True,DENIED
grok,cert,ops_incident-028,ops_incident,DENIED,star tracker residual,16,2,True,0.3333333333333333,DENIED,True,star tracker residual,star tracker residual,True,False,star tracker residual,star tracker residual,True,False,False,False,DENIED
grok,cert,ops_incident-029,ops_incident,APPROVED,,16,2,,0.3333333333333333,DENIED,False,seal torque retention,seal torque retention,False,False,seal torque retention,seal torque retention,False,False,False,False,DENIED
grok,cert,clinical_enroll-000,clinical_enroll,DENIED,systolic blood pressure,15,2,True,0.3333333333333333,DENIED,True,systolic blood pressure,systolic blood pressure,True,False,systolic blood pressure,systolic blood pressure,True,False,False,False,DENIED
grok,cert,clinical_enroll-001,clinical_enroll,DENIED,triglycerides,15,2,True,0.3333333333333333,DENIED,True,triglycerides,triglycerides,True,False,triglycerides,triglycerides,True,False,False,False,DENIED
grok,cert,clinical_enroll-002,clinical_enroll,DENIED,systolic blood pressure,16,2,True,0.3333333333333333,DENIED,True,systolic blood pressure,systolic blood pressure,True,False,systolic blood pressure,systolic blood pressure,True,False,False,False,DENIED
grok,cert,clinical_enroll-003,clinical_enroll,DENIED,creatinine clearance,16,2,True,0.3333333333333333,DENIED,True,creatinine clearance,creatinine clearance,True,False,creatinine clearance,creatinine clearance,True,False,False,False,DENIED
grok,cert,clinical_enroll-004,clinical_enroll,APPROVED,,19,2,,0.3333333333333333,DENIED,False,NONE,NONE,True,False,NONE,NONE,True,False,True,True,DENIED
grok,cert,clinical_enroll-005,clinical_enroll,DENIED,left ventricular ejection fraction,16,2,True,0.3333333333333333,DENIED,True,left ventricular ejection fraction,left ventricular ejection fraction,True,False,left ventricular ejection fraction,left ventricular ejection fraction,True,False,False,False,DENIED
grok,cert,clinical_enroll-006,clinical_enroll,APPROVED,,15,2,,0.3333333333333333,DENIED,False,NONE,NONE,True,False,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,True,False,True,DENIED
grok,cert,clinical_enroll-007,clinical_enroll,DENIED,systolic blood pressure,15,2,True,0.3333333333333333,DENIED,True,systolic blood pressure,systolic blood pressure,True,False,systolic blood pressure,systolic blood pressure,True,False,False,False,DENIED
grok,cert,clinical_enroll-008,clinical_enroll,APPROVED,,14,2,,0.3333333333333333,DENIED,False,NONE,NONE,True,False,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,True,False,True,DENIED
grok,cert,clinical_enroll-009,clinical_enroll,APPROVED,,15,2,,0.3333333333333333,DENIED,False,total bilirubin,total bilirubin,False,False,total bilirubin,total bilirubin,False,False,False,False,DENIED
grok,cert,clinical_enroll-010,clinical_enroll,APPROVED,,15,2,,0.3333333333333333,DENIED,False,systolic blood pressure,systolic blood pressure,False,False,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,True,False,False,DENIED
grok,cert,clinical_enroll-011,clinical_enroll,DENIED,estimated glomerular filtration rate,18,2,True,0.3333333333333333,DENIED,True,estimated glomerular filtration rate,estimated glomerular filtration rate,True,False,estimated glomerular filtration rate,estimated glomerular filtration rate,True,False,False,False,DENIED
grok,cert,clinical_enroll-012,clinical_enroll,APPROVED,,17,2,,0.3333333333333333,DENIED,False,NONE,NONE,True,False,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,True,False,True,DENIED
grok,cert,clinical_enroll-013,clinical_enroll,DENIED,creatinine clearance,17,2,True,0.3333333333333333,DENIED,True,creatinine clearance,creatinine clearance,True,False,creatinine clearance,creatinine clearance,True,False,False,False,DENIED
grok,cert,clinical_enroll-014,clinical_enroll,APPROVED,,17,2,,0.3333333333333333,DENIED,False,systolic blood pressure,systolic blood pressure,False,False,systolic blood pressure,systolic blood pressure,False,False,False,False,DENIED
grok,cert,clinical_enroll-015,clinical_enroll,APPROVED,,17,2,,0.3333333333333333,DENIED,False,alanine aminotransferase,alanine aminotransferase,False,False,alanine aminotransferase,alanine aminotransferase,False,False,False,False,DENIED
grok,cert,clinical_enroll-016,clinical_enroll,APPROVED,,16,2,,0.3333333333333333,DENIED,False,systolic blood pressure,systolic blood pressure,False,False,systolic blood pressure,systolic blood pressure,False,False,False,False,DENIED
grok,cert,clinical_enroll-017,clinical_enroll,APPROVED,,18,2,,0.3333333333333333,DENIED,False,estimated glomerular filtration rate,estimated glomerular filtration rate,False,False,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,True,False,False,DENIED
grok,cert,clinical_enroll-018,clinical_enroll,APPROVED,,16,2,,0.3333333333333333,DENIED,False,left ventricular ejection fraction,left ventricular ejection fraction,False,False,NONE,NONE,True,False,True,False,DENIED
grok,cert,clinical_enroll-019,clinical_enroll,APPROVED,,17,2,,0.3333333333333333,DENIED,False,NONE,NONE,True,False,NONE,NONE,True,False,True,True,DENIED
grok,cert,clinical_enroll-020,clinical_enroll,DENIED,hemoglobin,14,2,True,0.3333333333333333,DENIED,True,hemoglobin,hemoglobin,True,False,hemoglobin,hemoglobin,True,False,False,False,DENIED
grok,cert,clinical_enroll-021,clinical_enroll,APPROVED,,16,2,,0.3333333333333333,DENIED,False,systolic blood pressure,systolic blood pressure,False,False,systolic blood pressure,systolic blood pressure,False,False,False,False,DENIED
grok,cert,clinical_enroll-022,clinical_enroll,DENIED,systolic blood pressure,15,2,True,0.3333333333333333,DENIED,True,systolic blood pressure,systolic blood pressure,True,False,systolic blood pressure,systolic blood pressure,True,False,False,False,DENIED
grok,cert,clinical_enroll-023,clinical_enroll,APPROVED,,15,2,,0.3333333333333333,DENIED,False,triglycerides,triglycerides,False,False,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,True,False,False,DENIED
grok,cert,clinical_enroll-024,clinical_enroll,DENIED,triglycerides,15,2,True,0.3333333333333333,DENIED,True,triglycerides,triglycerides,True,False,triglycerides,triglycerides,True,False,False,False,DENIED
grok,cert,clinical_enroll-025,clinical_enroll,DENIED,body mass index,15,2,True,0.3333333333333333,DENIED,True,body mass index,body mass index,True,False,body mass index,body mass index,True,False,False,False,DENIED
grok,cert,clinical_enroll-026,clinical_enroll,DENIED,fasting glucose,14,2,True,0.3333333333333333,DENIED,True,fasting glucose,fasting glucose,True,False,fasting glucose,fasting glucose,True,False,False,False,DENIED
grok,cert,clinical_enroll-027,clinical_enroll,APPROVED,,15,2,,0.3333333333333333,DENIED,False,creatinine clearance,creatinine clearance,False,False,creatinine clearance,creatinine clearance,False,False,False,False,DENIED
grok,cert,clinical_enroll-028,clinical_enroll,DENIED,creatinine clearance,16,2,True,0.3333333333333333,DENIED,True,creatinine clearance,creatinine clearance,True,False,creatinine clearance,creatinine clearance,True,False,False,False,DENIED
grok,cert,clinical_enroll-029,clinical_enroll,DENIED,fasting glucose,17,2,True,0.3333333333333333,DENIED,True,fasting glucose,fasting glucose,True,False,fasting glucose,fasting glucose,True,False,False,False,DENIED
grok,cert,ci_release-000,ci_release,APPROVED,,15,1,,0.3333333333333333,DENIED,False,flaky test count,flaky test count,False,False,flaky test count,flaky test count,False,False,False,False,DENIED
grok,cert,ci_release-001,ci_release,APPROVED,,16,2,,0.3333333333333333,DENIED,False,dependency audit findings,dependency audit findings,False,False,dependency audit findings,dependency audit findings,False,False,False,False,DENIED
grok,cert,ci_release-002,ci_release,DENIED,line coverage,14,2,True,0.3333333333333333,DENIED,True,line coverage,line coverage,True,False,line coverage,line coverage,True,False,False,False,DENIED
grok,cert,ci_release-003,ci_release,DENIED,open severity-one defects,16,2,True,0.3333333333333333,DENIED,True,open severity-one defects,open severity-one defects,True,False,open severity-one defects,open severity-one defects,True,False,False,False,DENIED
grok,cert,ci_release-004,ci_release,DENIED,flaky test count,16,2,True,0.3333333333333333,DENIED,True,flaky test count,flaky test count,True,False,flaky test count,flaky test count,True,False,False,False,DENIED
grok,cert,ci_release-005,ci_release,DENIED,rollback drill success,16,2,True,0.3333333333333333,DENIED,True,rollback drill success,rollback drill success,True,False,rollback drill success,rollback drill success,True,False,False,False,DENIED
grok,cert,ci_release-006,ci_release,DENIED,dependency audit findings,16,2,True,0.3333333333333333,DENIED,True,dependency audit findings,dependency audit findings,True,False,dependency audit findings,dependency audit findings,True,False,False,False,DENIED
grok,cert,ci_release-007,ci_release,APPROVED,,15,1,,0.3333333333333333,DENIED,False,dependency audit findings,dependency audit findings,False,False,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,True,False,False,DENIED
grok,cert,ci_release-008,ci_release,APPROVED,,17,2,,0.3333333333333333,DENIED,False,mean time to acknowledge,mean time to acknowledge,False,False,NONE,NONE,True,False,True,False,DENIED
grok,cert,ci_release-009,ci_release,DENIED,bundle size,15,2,True,0.3333333333333333,DENIED,True,bundle size,bundle size,True,False,bundle size,bundle size,True,False,False,False,DENIED
grok,cert,ci_release-010,ci_release,APPROVED,,15,2,,0.3333333333333333,DENIED,False,build reproducibility,build reproducibility,False,False,build reproducibility,build reproducibility,False,False,False,False,DENIED
grok,cert,ci_release-011,ci_release,APPROVED,,16,2,,0.3333333333333333,DENIED,False,NONE,NONE,True,False,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,True,False,True,DENIED
grok,cert,ci_release-012,ci_release,DENIED,cold start time,15,2,True,0.3333333333333333,DENIED,True,cold start time,cold start time,True,False,cold start time,cold start time,True,False,False,False,DENIED
grok,cert,ci_release-013,ci_release,APPROVED,,16,2,,0.3333333333333333,DENIED,False,rollback drill success,rollback drill success,False,False,rollback drill success,rollback drill success,False,False,False,False,DENIED
grok,cert,ci_release-014,ci_release,APPROVED,,16,2,,0.3333333333333333,DENIED,False,mean time to acknowledge,mean time to acknowledge,False,False,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,True,False,False,DENIED
grok,cert,ci_release-015,ci_release,APPROVED,,17,2,,0.3333333333333333,DENIED,False,unit test pass rate,unit test pass rate,False,False,unit test pass rate,unit test pass rate,False,False,False,False,DENIED
grok,cert,ci_release-016,ci_release,DENIED,error budget remaining,16,2,True,0.3333333333333333,DENIED,True,error budget remaining,error budget remaining,True,False,error budget remaining,error budget remaining,True,False,False,False,DENIED
grok,cert,ci_release-017,ci_release,DENIED,cold start time,15,2,True,0.3333333333333333,DENIED,True,cold start time,cold start time,True,False,cold start time,cold start time,True,False,False,False,DENIED
grok,cert,ci_release-018,ci_release,APPROVED,,15,1,,0.3333333333333333,DENIED,False,flaky test count,flaky test count,False,False,flaky test count,flaky test count,False,False,False,False,DENIED
grok,cert,ci_release-019,ci_release,APPROVED,,15,2,,0.3333333333333333,DENIED,False,cold start time,cold start time,False,False,NONE,NONE,True,False,True,False,DENIED
grok,cert,ci_release-020,ci_release,DENIED,dependency audit findings,16,2,True,0.3333333333333333,DENIED,True,dependency audit findings,dependency audit findings,True,False,dependency audit findings,dependency audit findings,True,False,False,False,DENIED
grok,cert,ci_release-021,ci_release,APPROVED,,15,2,,0.3333333333333333,DENIED,False,line coverage,line coverage,False,False,line coverage,line coverage,False,False,False,False,DENIED
grok,cert,ci_release-022,ci_release,APPROVED,,15,2,,0.3333333333333333,DENIED,False,error budget remaining,error budget remaining,False,False,NONE,NONE,True,False,True,False,DENIED
grok,cert,ci_release-023,ci_release,APPROVED,,15,1,,0.3333333333333333,DENIED,False,dependency audit findings,dependency audit findings,False,False,dependency audit findings,dependency audit findings,False,False,False,False,DENIED
grok,cert,ci_release-024,ci_release,DENIED,open severity-one defects,16,2,True,0.3333333333333333,DENIED,True,open severity-one defects,open severity-one defects,True,False,open severity-one defects,open severity-one defects,True,False,False,False,DENIED
grok,cert,ci_release-025,ci_release,APPROVED,,17,2,,0.3333333333333333,DENIED,False,NONE,NONE,True,False,NONE,NONE,True,False,True,True,DENIED
grok,cert,ci_release-026,ci_release,DENIED,line coverage,15,2,True,0.3333333333333333,DENIED,True,line coverage,line coverage,True,False,line coverage,line coverage,True,False,False,False,DENIED
grok,cert,ci_release-027,ci_release,DENIED,open severity-one defects,16,2,True,0.3333333333333333,DENIED,True,open severity-one defects,open severity-one defects,True,False,open severity-one defects,open severity-one defects,True,False,False,False,DENIED
grok,cert,ci_release-028,ci_release,DENIED,flaky test count,16,2,True,0.3333333333333333,DENIED,True,flaky test count,flaky test count,True,False,flaky test count,flaky test count,True,False,False,False,DENIED
grok,cert,ci_release-029,ci_release,DENIED,peak heap usage,15,2,True,0.3333333333333333,DENIED,True,peak heap usage,peak heap usage,True,False,peak heap usage,peak heap usage,True,False,False,False,DENIED
haiku,ctrl,ops_incident-000,ops_incident,DENIED,umbilical release delay,19,3,False,0.3333333333333333,DENIED,True,coolant loop flow rate,coolant loop flow rate,False,False,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,True,False,False,APPROVED
haiku,ctrl,ops_incident-001,ops_incident,DENIED,seal torque retention,45,10,False,0.6666666666666666,DENIED,True,seal torque retention,Seal torque retention,True,False,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,True,False,False,DENIED
haiku,ctrl,ops_incident-002,ops_incident,DENIED,seal torque retention,39,5,False,0.0,DENIED,True,NONE,NONE,False,False,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,True,False,True,APPROVED
haiku,ctrl,ops_incident-003,ops_incident,APPROVED,,26,4,,0.3333333333333333,DENIED,False,coolant loop flow rate,coolant loop flow rate,False,False,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,True,False,False,APPROVED
haiku,ctrl,ops_incident-004,ops_incident,APPROVED,,19,0,,0.0,DENIED,False,NONE,NONE,True,False,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,True,False,True,DENIED
haiku,ctrl,ops_incident-005,ops_incident,DENIED,reserve charge margin,18,0,False,0.0,DENIED,True,,,False,False,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,True,False,False,DENIED
haiku,ctrl,ops_incident-006,ops_incident,APPROVED,,35,7,,0.6666666666666666,APPROVED,True,telemetry downlink margin,Telemetry downlink margin,False,False,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,True,False,False,DENIED
haiku,ctrl,ops_incident-007,ops_incident,APPROVED,,50,12,,1.0,APPROVED,True,NONE,NONE,True,False,NONE,NONE,True,False,True,False,DENIED
haiku,ctrl,ops_incident-008,ops_incident,DENIED,coolant loop flow rate,32,5,True,0.3333333333333333,DENIED,True,coolant loop flow rate,coolant flow,True,False,coolant loop flow rate,coolant flow,True,False,False,False,DENIED
haiku,ctrl,ops_incident-009,ops_incident,DENIED,battery bus impedance,28,4,False,0.3333333333333333,APPROVED,False,NONE,NONE,False,False,NONE,NONE,False,False,True,False,APPROVED
haiku,ctrl,ops_incident-010,ops_incident,APPROVED,,32,5,,0.3333333333333333,DENIED,False,condenser outlet temperature,condenser outlet temperature,False,False,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,True,False,False,DENIED
haiku,ctrl,ops_incident-011,ops_incident,APPROVED,,31,7,,1.0,APPROVED,True,NONE,NONE,True,False,NONE,NONE,True,False,True,False,APPROVED
haiku,ctrl,ops_incident-012,ops_incident,APPROVED,,20,2,,0.0,DENIED,False,NONE,NONE,True,False,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,True,False,True,DENIED
haiku,ctrl,ops_incident-013,ops_incident,APPROVED,,21,0,,0.0,DENIED,False,NONE,NONE,True,False,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,True,False,True,DENIED
haiku,ctrl,ops_incident-014,ops_incident,DENIED,particulate count,18,1,False,0.0,DENIED,True,NONE,NONE,False,False,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,True,False,True,APPROVED
haiku,ctrl,ops_incident-015,ops_incident,DENIED,seal torque retention,52,10,False,0.6666666666666666,APPROVED,False,seal torque retention,Seal torque retention,True,False,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,True,False,False,DENIED
haiku,ctrl,ops_incident-016,ops_incident,DENIED,coolant loop flow rate,37,8,True,1.0,DENIED,True,coolant loop flow rate,coolant loop flow rate,True,False,coolant loop flow rate,coolant,True,False,False,False,APPROVED
haiku,ctrl,ops_incident-017,ops_incident,DENIED,star tracker residual,54,11,True,0.6666666666666666,DENIED,True,star tracker residual,star tracker,True,False,star tracker residual,star tracker,True,False,False,False,APPROVED
haiku,ctrl,ops_incident-018,ops_incident,APPROVED,,38,7,,0.6666666666666666,APPROVED,True,gyro drift rate,Gyro drift rate,False,False,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,True,False,False,APPROVED
haiku,ctrl,ops_incident-019,ops_incident,APPROVED,,19,0,,0.0,DENIED,False,NONE,NONE,True,False,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,True,False,True,DENIED
haiku,ctrl,ops_incident-020,ops_incident,APPROVED,,15,0,,0.0,DENIED,False,NONE,NONE,True,False,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,True,False,True,DENIED
haiku,ctrl,ops_incident-021,ops_incident,APPROVED,,20,3,,0.3333333333333333,DENIED,False,NONE,NONE,True,False,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,True,False,True,APPROVED
haiku,ctrl,ops_incident-022,ops_incident,DENIED,thermal blanket coverage,41,9,False,0.6666666666666666,DENIED,True,reserve charge margin,reserve charge,False,False,reserve charge margin,reserve charge,False,False,False,False,DENIED
haiku,ctrl,ops_incident-023,ops_incident,APPROVED,,21,4,,0.3333333333333333,DENIED,False,propellant tank ullage pressure,propellant tank ullage pressure,False,False,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,True,False,False,DENIED
haiku,ctrl,ops_incident-024,ops_incident,DENIED,telemetry downlink margin,31,6,True,0.6666666666666666,DENIED,True,telemetry downlink margin,telemetry downlink margin,True,False,telemetry downlink margin,telemetry,True,False,False,False,APPROVED
haiku,ctrl,ops_incident-025,ops_incident,APPROVED,,25,4,,0.0,DENIED,False,NONE,NONE,True,False,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,True,False,True,APPROVED
haiku,ctrl,ops_incident-026,ops_incident,DENIED,gyro drift rate,32,4,False,0.6666666666666666,APPROVED,False,NONE,NONE,False,False,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,True,False,False,DENIED
haiku,ctrl,ops_incident-027,ops_incident,DENIED,battery bus impedance,18,0,False,0.0,DENIED,True,NONE,NONE,False,False,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,True,False,True,APPROVED
haiku,ctrl,ops_incident-028,ops_incident,DENIED,star tracker residual,15,0,False,0.0,DENIED,True,,,False,False,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,True,False,False,APPROVED
haiku,ctrl,ops_incident-029,ops_incident,APPROVED,,30,4,,0.3333333333333333,DENIED,False,reserve charge margin,reserve charge margin,False,False,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,True,False,False,DENIED
haiku,ctrl,clinical_enroll-000,clinical_enroll,DENIED,systolic blood pressure,20,5,True,0.3333333333333333,DENIED,True,systolic blood pressure,systolic blood pressure,True,False,systolic blood pressure,systolic blood pressure,True,False,False,False,APPROVED
haiku,ctrl,clinical_enroll-001,clinical_enroll,DENIED,triglycerides,27,9,True,0.6666666666666666,DENIED,True,triglycerides,triglycerides,True,False,triglycerides,triglycerides,True,False,False,False,APPROVED
haiku,ctrl,clinical_enroll-002,clinical_enroll,DENIED,systolic blood pressure,35,12,True,1.0,DENIED,True,systolic blood pressure,Systolic blood pressure,True,False,UNMATCHED,SBP,False,False,False,False,DENIED
haiku,ctrl,clinical_enroll-003,clinical_enroll,DENIED,creatinine clearance,15,0,False,0.0,,False,,,False,False,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,True,False,False,DENIED
haiku,ctrl,clinical_enroll-004,clinical_enroll,APPROVED,,20,0,,0.0,DENIED,False,NONE,NONE,True,False,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,True,False,True,DENIED
haiku,ctrl,clinical_enroll-005,clinical_enroll,DENIED,left ventricular ejection fraction,18,4,True,0.3333333333333333,DENIED,True,UNMATCHED,LVEF,False,True,UNMATCHED,LVEF,False,False,False,False,DENIED
haiku,ctrl,clinical_enroll-006,clinical_enroll,APPROVED,,30,10,,0.3333333333333333,DENIED,False,UNMATCHED,PARAMETER: NONE,False,True,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,True,False,False,APPROVED
haiku,ctrl,clinical_enroll-007,clinical_enroll,DENIED,systolic blood pressure,30,12,True,1.0,DENIED,True,UNMATCHED,SBP,False,True,UNMATCHED,SBP,False,False,False,False,DENIED
haiku,ctrl,clinical_enroll-008,clinical_enroll,APPROVED,,32,9,,1.0,APPROVED,True,NONE,NONE,True,False,NONE,NONE,True,False,True,False,DENIED
haiku,ctrl,clinical_enroll-009,clinical_enroll,APPROVED,,25,8,,0.6666666666666666,DENIED,False,total bilirubin,total bilirubin,False,False,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,True,False,False,DENIED
haiku,ctrl,clinical_enroll-010,clinical_enroll,APPROVED,,26,6,,0.6666666666666666,DENIED,False,NONE,NONE,True,False,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,True,False,True,DENIED
haiku,ctrl,clinical_enroll-011,clinical_enroll,DENIED,estimated glomerular filtration rate,21,7,False,0.3333333333333333,DENIED,True,NONE,NONE,False,False,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,True,False,True,APPROVED
haiku,ctrl,clinical_enroll-012,clinical_enroll,APPROVED,,36,12,,1.0,APPROVED,True,NONE,NONE,True,False,NONE,NONE,True,False,True,False,APPROVED
haiku,ctrl,clinical_enroll-013,clinical_enroll,DENIED,creatinine clearance,44,12,True,1.0,DENIED,True,creatinine clearance,creatinine clearance,True,False,creatinine clearance,creatinine clearance,True,False,False,False,DENIED
haiku,ctrl,clinical_enroll-014,clinical_enroll,APPROVED,,21,7,,0.6666666666666666,DENIED,False,platelet count,Platelet count,False,False,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,True,False,False,DENIED
haiku,ctrl,clinical_enroll-015,clinical_enroll,APPROVED,,31,10,,0.6666666666666666,APPROVED,True,alanine aminotransferase,Alanine aminotransferase,False,False,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,True,False,False,DENIED
haiku,ctrl,clinical_enroll-016,clinical_enroll,APPROVED,,18,6,,0.6666666666666666,DENIED,False,corrected QT interval,Corrected QT interval,False,False,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,True,False,False,DENIED
haiku,ctrl,clinical_enroll-017,clinical_enroll,APPROVED,,19,4,,0.6666666666666666,DENIED,False,UNMATCHED,eGFR,False,True,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,True,False,False,DENIED
haiku,ctrl,clinical_enroll-018,clinical_enroll,APPROVED,,33,11,,1.0,APPROVED,True,NONE,NONE,True,False,NONE,NONE,True,False,True,False,DENIED
haiku,ctrl,clinical_enroll-019,clinical_enroll,APPROVED,,32,12,,1.0,APPROVED,True,NONE,NONE,True,False,NONE,NONE,True,False,True,False,APPROVED
haiku,ctrl,clinical_enroll-020,clinical_enroll,DENIED,hemoglobin,21,6,True,1.0,DENIED,True,hemoglobin,hemoglobin,True,False,hemoglobin,hemoglobin,True,False,False,False,DENIED
haiku,ctrl,clinical_enroll-021,clinical_enroll,APPROVED,,36,9,,1.0,APPROVED,True,NONE,NONE,True,False,NONE,NONE,True,False,True,False,APPROVED
haiku,ctrl,clinical_enroll-022,clinical_enroll,DENIED,systolic blood pressure,25,8,True,1.0,DENIED,True,UNMATCHED,SBP,False,True,systolic blood pressure,systolic blood pressure,True,False,False,False,APPROVED
haiku,ctrl,clinical_enroll-023,clinical_enroll,APPROVED,,27,9,,0.6666666666666666,APPROVED,True,NONE,NONE,True,False,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,True,False,False,APPROVED
haiku,ctrl,clinical_enroll-024,clinical_enroll,DENIED,triglycerides,33,12,True,1.0,DENIED,True,triglycerides,triglycerides,True,False,triglycerides,triglycerides,True,False,False,False,APPROVED
haiku,ctrl,clinical_enroll-025,clinical_enroll,DENIED,body mass index,13,0,False,0.0,,False,NONE,NONE,False,False,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,True,False,False,DENIED
haiku,ctrl,clinical_enroll-026,clinical_enroll,DENIED,fasting glucose,20,5,True,0.3333333333333333,DENIED,True,fasting glucose,fasting glucose,True,False,fasting glucose,fasting glucose,True,False,False,False,DENIED
haiku,ctrl,clinical_enroll-027,clinical_enroll,APPROVED,,19,6,,0.3333333333333333,DENIED,False,UNMATCHED,eGFR,False,True,UNMATCHED,eGFR,False,False,False,False,APPROVED
haiku,ctrl,clinical_enroll-028,clinical_enroll,DENIED,creatinine clearance,23,8,False,0.6666666666666666,DENIED,True,UNMATCHED,eGFR,False,True,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,True,False,False,DENIED
haiku,ctrl,clinical_enroll-029,clinical_enroll,DENIED,fasting glucose,26,8,True,0.6666666666666666,DENIED,True,fasting glucose,glucose,True,False,fasting glucose,glucose,True,False,False,False,APPROVED
haiku,ctrl,ci_release-000,ci_release,APPROVED,,40,9,,0.6666666666666666,DENIED,False,flaky test count,flaky test count,False,False,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,True,False,False,DENIED
