model,arm,item,truth,summary_words,has_manifest,fail_retained,decision,decision_correct,which,which_correct,abstained,incoherent,repair_specific,repair_ok
gpt,plain25,v5item53,DENIED,25,False,False,DENIED,True,rebar cover depth,False,False,False,True,False
gpt,plain25,v5item54,APPROVED,29,False,,APPROVED,True,NONE,True,False,False,True,True
gpt,plain25,v5item55,DENIED,33,False,False,DENIED,True,NONE,False,False,True,True,False
gpt,plain25,v5item56,APPROVED,30,False,,DENIED,False,lubrication film thickness,False,True,False,True,False
gpt,plain25,v5item57,APPROVED,27,False,,DENIED,False,standby CPU headroom,False,True,False,True,False
gpt,plain25,v5item58,APPROVED,22,False,,DENIED,False,NONE,True,True,True,True,False
gpt,plain25,v5item59,APPROVED,26,False,,DENIED,False,NONE,True,False,True,True,True
gpt,manifest,v5item00,DENIED,29,True,True,DENIED,True,propellant tank ullage pressure,True,False,False,True,True
gpt,manifest,v5item01,DENIED,28,True,False,DENIED,True,NONE,False,True,True,True,False
gpt,manifest,v5item02,APPROVED,26,True,,DENIED,False,NONE,True,True,True,True,True
gpt,manifest,v5item03,DENIED,42,True,True,DENIED,True,UPS reserve charge,True,False,False,True,True
gpt,manifest,v5item04,APPROVED,27,True,,DENIED,False,sterility clarity index,False,True,False,True,False
gpt,manifest,v5item05,APPROVED,28,True,,DENIED,False,peak midspan deflection,False,True,False,True,False
gpt,manifest,v5item06,DENIED,27,True,False,DENIED,True,NONE,False,True,True,True,False
gpt,manifest,v5item07,DENIED,24,True,False,DENIED,True,NONE,False,True,True,True,False
gpt,manifest,v5item08,APPROVED,41,True,,DENIED,False,NONE,True,True,True,True,False
gpt,manifest,v5item09,DENIED,27,True,True,DENIED,True,generator fuel reserve,True,False,False,True,True
gpt,manifest,v5item10,DENIED,27,True,False,DENIED,True,NONE,False,True,True,True,False
gpt,manifest,v5item11,DENIED,28,True,False,DENIED,True,NONE,False,True,True,True,False
gpt,manifest,v5item12,DENIED,27,True,False,DENIED,True,star tracker residual,True,True,False,True,True
gpt,manifest,v5item13,APPROVED,25,True,,DENIED,False,NONE,True,True,True,True,False
gpt,manifest,v5item14,APPROVED,28,True,,DENIED,False,ballast compaction index,False,True,False,True,True
gpt,manifest,v5item15,DENIED,27,True,False,DENIED,True,NONE,False,True,True,True,False
gpt,manifest,v5item16,APPROVED,33,True,,DENIED,False,NONE,True,True,True,True,True
gpt,manifest,v5item17,APPROVED,27,True,,DENIED,False,NONE,True,True,True,True,True
gpt,manifest,v5item18,APPROVED,30,True,,DENIED,False,NONE,True,True,True,True,False
gpt,manifest,v5item19,DENIED,28,True,False,DENIED,True,NONE,False,True,True,True,False
gpt,manifest,v5item20,APPROVED,24,True,,DENIED,False,ballast compaction index,False,True,False,True,False
gpt,manifest,v5item21,DENIED,27,True,False,DENIED,True,NONE,False,True,True,True,False
gpt,manifest,v5item22,DENIED,41,True,True,DENIED,True,seal torque retention,True,False,False,True,True
gpt,manifest,v5item23,DENIED,28,True,False,DENIED,True,bearing seat rotation,False,True,False,True,False
gpt,manifest,v5item24,DENIED,27,True,False,DENIED,True,NONE,False,True,True,True,False
gpt,manifest,v5item25,DENIED,25,True,False,DENIED,True,NONE,False,True,True,True,True
gpt,manifest,v5item26,DENIED,23,True,False,DENIED,True,NONE,False,True,True,True,True
gpt,manifest,v5item27,DENIED,27,True,False,DENIED,True,standby CPU headroom,False,True,False,True,False
gpt,manifest,v5item28,APPROVED,26,True,,DENIED,False,NONE,True,True,True,True,False
gpt,manifest,v5item29,APPROVED,24,True,,DENIED,False,maximum crack width,False,False,False,True,False
gpt,manifest,v5item30,DENIED,27,True,False,DENIED,True,NONE,False,True,True,True,True
gpt,manifest,v5item31,APPROVED,23,True,,DENIED,False,NONE,True,True,True,True,False
gpt,manifest,v5item32,DENIED,23,True,False,DENIED,True,cable insulation resistance,False,True,False,True,False
gpt,manifest,v5item33,APPROVED,28,True,,DENIED,False,NONE,True,True,True,True,False
gpt,manifest,v5item34,DENIED,28,True,False,DENIED,True,NONE,False,True,True,True,False
gpt,manifest,v5item35,APPROVED,27,True,,DENIED,False,NONE,True,True,True,True,True
gpt,manifest,v5item36,DENIED,24,True,False,DENIED,True,fairing pressure differential,False,True,False,True,True
gpt,manifest,v5item37,DENIED,28,True,False,DENIED,True,NONE,False,True,True,True,False
gpt,manifest,v5item38,APPROVED,24,True,,DENIED,False,detection loop sensitivity,False,True,False,True,False
gpt,manifest,v5item39,DENIED,27,True,False,DENIED,True,NONE,False,True,True,True,False
gpt,manifest,v5item40,APPROVED,26,True,,DENIED,False,NONE,True,False,True,True,True
gpt,manifest,v5item41,DENIED,26,True,False,DENIED,True,NONE,False,True,True,True,False
gpt,manifest,v5item42,APPROVED,31,True,,DENIED,False,NONE,True,True,True,True,False
gpt,manifest,v5item43,APPROVED,24,True,,DENIED,False,NONE,True,True,True,True,False
gpt,manifest,v5item44,DENIED,27,True,False,DENIED,True,lubrication film thickness,True,True,False,True,True
gpt,manifest,v5item45,APPROVED,30,True,,DENIED,False,NONE,True,True,True,True,True
gpt,manifest,v5item46,APPROVED,37,True,,DENIED,False,fill-volume deviation,False,False,False,True,False
gpt,manifest,v5item47,APPROVED,46,True,,DENIED,False,NONE,True,True,True,True,False
gpt,manifest,v5item48,DENIED,26,True,False,DENIED,True,NONE,False,True,True,True,False
gpt,manifest,v5item49,DENIED,30,True,False,DENIED,True,NONE,False,True,True,True,False
gpt,manifest,v5item50,APPROVED,25,True,,DENIED,False,NONE,True,True,True,True,False
gpt,manifest,v5item51,APPROVED,84,True,,APPROVED,True,NONE,True,False,False,True,True
gpt,manifest,v5item52,APPROVED,25,True,,DENIED,False,NONE,True,True,True,True,False
gpt,manifest,v5item53,DENIED,26,True,False,DENIED,True,load distribution factor,False,True,False,True,False
gpt,manifest,v5item54,APPROVED,28,True,,DENIED,False,NONE,True,True,True,True,False
gpt,manifest,v5item55,DENIED,28,True,False,DENIED,True,NONE,False,True,True,True,True
gpt,manifest,v5item56,APPROVED,25,True,,DENIED,False,NONE,True,True,True,True,False
gpt,manifest,v5item57,APPROVED,28,True,,DENIED,False,NONE,True,True,True,True,False
gpt,manifest,v5item58,APPROVED,24,True,,DENIED,False,lyophilization residual moisture,False,True,False,True,False
gpt,manifest,v5item59,APPROVED,26,True,,DENIED,False,NONE,True,True,True,True,False
