model,corpus,wl,item,realized_words,fail_retained,decision_correct,which_correct
gpt,clinical,5,clin23,5,False,True,True
gpt,clinical,5,clin24,5,False,False,False
gpt,clinical,5,clin25,5,False,True,False
gpt,clinical,5,clin27,5,False,True,True
gpt,clinical,5,clin30,5,False,True,False
gpt,clinical,5,clin34,5,False,True,False
gpt,clinical,5,clin35,5,False,True,False
gpt,clinical,5,clin36,5,False,True,False
gpt,clinical,5,clin41,5,False,True,False
gpt,clinical,5,clin43,5,False,True,False
gpt,clinical,5,clin45,5,False,True,False
gpt,clinical,5,clin51,5,False,True,False
gpt,clinical,5,clin52,5,False,True,False
gpt,clinical,5,clin54,5,False,True,False
gpt,clinical,5,clin55,5,False,True,False
gpt,clinical,5,clin57,5,False,True,False
gpt,clinical,5,clin58,4,False,True,False
gpt,clinical,5,clin59,5,False,True,False
gpt,clinical,10,clin04,10,False,True,False
gpt,clinical,10,clin08,10,True,True,True
gpt,clinical,10,clin10,10,False,True,False
gpt,clinical,10,clin11,10,False,True,False
gpt,clinical,10,clin12,10,False,True,False
gpt,clinical,10,clin13,10,False,True,False
gpt,clinical,10,clin14,9,False,True,True
gpt,clinical,10,clin15,9,False,True,True
gpt,clinical,10,clin16,9,False,False,False
gpt,clinical,10,clin17,10,False,True,False
gpt,clinical,10,clin20,11,False,True,False
gpt,clinical,10,clin22,10,False,True,False
gpt,clinical,10,clin23,11,False,True,False
gpt,clinical,10,clin24,11,False,True,False
gpt,clinical,10,clin25,10,False,True,False
gpt,clinical,10,clin27,11,False,True,True
gpt,clinical,10,clin30,10,False,True,False
gpt,clinical,10,clin34,9,False,True,False
gpt,clinical,10,clin35,10,False,True,False
gpt,clinical,10,clin36,10,False,True,False
gpt,clinical,10,clin41,10,False,True,False
gpt,clinical,10,clin43,11,False,True,False
gpt,clinical,10,clin45,11,False,True,False
gpt,clinical,10,clin51,9,False,True,False
gpt,clinical,10,clin52,9,False,True,False
gpt,clinical,10,clin54,10,True,True,True
gpt,clinical,10,clin55,11,False,True,False
gpt,clinical,10,clin57,12,False,True,False
gpt,clinical,10,clin58,9,False,True,False
gpt,clinical,10,clin59,11,False,True,False
gpt,clinical,15,clin04,14,False,True,False
gpt,clinical,15,clin08,24,True,True,True
gpt,clinical,15,clin10,13,False,True,False
gpt,clinical,15,clin11,16,False,True,False
gpt,clinical,15,clin12,15,False,False,False
gpt,clinical,15,clin13,16,True,True,True
gpt,clinical,15,clin14,15,True,True,True
gpt,clinical,15,clin15,15,False,True,False
gpt,clinical,15,clin16,15,True,True,True
gpt,clinical,15,clin17,15,False,True,False
gpt,clinical,15,clin20,37,True,True,True
gpt,clinical,15,clin22,15,False,True,False
gpt,clinical,15,clin23,14,False,True,False
gpt,clinical,15,clin24,15,False,True,False
gpt,clinical,15,clin25,17,False,True,True
gpt,clinical,15,clin27,16,False,True,False
gpt,clinical,15,clin30,16,False,True,False
gpt,clinical,15,clin34,15,False,True,False
gpt,clinical,15,clin35,16,False,True,False
gpt,clinical,15,clin36,16,False,True,False
gpt,clinical,15,clin41,16,True,True,True
gpt,clinical,15,clin43,18,False,False,False
gpt,clinical,15,clin45,15,False,True,False
gpt,clinical,15,clin51,16,False,True,True
gpt,clinical,15,clin52,19,False,True,False
gpt,clinical,15,clin54,14,True,True,True
gpt,clinical,15,clin55,26,True,True,True
gpt,clinical,15,clin57,16,False,True,False
gpt,clinical,15,clin58,13,False,True,False
gpt,clinical,15,clin59,36,True,True,True
gpt,clinical,25,clin04,33,True,True,True
gpt,clinical,25,clin08,34,True,True,True
gpt,clinical,25,clin10,44,True,True,True
gpt,clinical,25,clin11,24,True,True,True
gpt,clinical,25,clin12,29,False,True,False
gpt,clinical,25,clin13,27,True,True,True
gpt,clinical,25,clin14,28,True,True,True
gpt,clinical,25,clin15,45,True,True,True
gpt,clinical,25,clin16,37,True,True,True
gpt,clinical,25,clin17,40,True,True,True
gpt,clinical,25,clin20,28,True,True,True
gpt,clinical,25,clin22,50,True,True,True
gpt,clinical,25,clin23,56,True,True,True
gpt,clinical,25,clin24,25,True,True,True
gpt,clinical,25,clin25,45,True,True,True
gpt,clinical,25,clin27,38,True,True,True
gpt,clinical,25,clin30,49,True,True,True
gpt,clinical,25,clin34,51,True,True,True
gpt,clinical,25,clin35,41,True,True,True
gpt,clinical,25,clin36,23,False,False,False
gpt,clinical,25,clin41,27,True,True,True
gpt,clinical,25,clin43,45,False,True,True
gpt,clinical,25,clin45,27,False,False,False
gpt,clinical,25,clin51,50,True,True,True
gpt,clinical,25,clin52,30,True,True,True
gpt,clinical,25,clin54,28,True,True,True
gpt,clinical,25,clin55,27,True,True,True
gpt,clinical,25,clin57,25,False,True,False
gpt,clinical,25,clin58,38,True,True,True
gpt,clinical,25,clin59,41,True,True,True
gpt,clinical,40,clin04,53,True,True,True
gpt,clinical,40,clin08,43,True,True,True
gpt,clinical,40,clin10,46,True,True,True
gpt,clinical,40,clin11,60,True,True,True
gpt,clinical,40,clin12,49,True,True,True
gpt,clinical,40,clin13,49,True,True,True
gpt,clinical,40,clin14,56,True,True,True
gpt,clinical,40,clin15,51,True,True,True
gpt,clinical,40,clin16,48,True,True,True
gpt,clinical,40,clin17,60,True,True,True
gpt,clinical,40,clin20,53,True,True,True
gpt,clinical,40,clin22,51,True,True,True
gpt,clinical,40,clin23,60,True,True,True
gpt,clinical,40,clin24,58,True,True,True
gpt,clinical,40,clin25,51,True,True,True
gpt,clinical,40,clin27,62,True,True,True
gpt,clinical,40,clin30,56,True,True,True
gpt,clinical,40,clin34,59,True,True,True
gpt,clinical,40,clin35,42,True,True,True
gpt,clinical,40,clin36,55,True,True,True
gpt,clinical,40,clin41,52,True,True,True
gpt,clinical,40,clin43,58,True,True,True
gpt,clinical,40,clin45,49,True,True,True
gpt,clinical,40,clin51,59,True,True,True
gpt,clinical,40,clin52,36,True,True,True
gpt,clinical,40,clin54,56,True,True,True
gpt,clinical,40,clin55,51,True,True,True
gpt,clinical,40,clin57,59,True,True,True
gpt,clinical,40,clin58,50,True,True,True
gpt,clinical,40,clin59,55,True,True,True
gpt,clinical,60,clin04,64,True,True,True
gpt,clinical,60,clin08,58,True,True,True
gpt,clinical,60,clin10,54,True,True,True
gpt,clinical,60,clin11,64,True,True,True
gpt,clinical,60,clin12,57,True,True,True
gpt,clinical,60,clin13,60,True,True,True
gpt,clinical,60,clin14,61,True,True,True
gpt,clinical,60,clin15,66,True,True,True
gpt,clinical,60,clin16,59,True,True,True
gpt,clinical,60,clin17,61,True,True,True
gpt,clinical,60,clin20,62,True,True,True
gpt,clinical,60,clin22,64,True,True,True
gpt,clinical,60,clin23,62,True,True,True
gpt,clinical,60,clin24,51,True,True,True
gpt,clinical,60,clin25,60,True,True,True
gpt,clinical,60,clin27,68,True,True,True
gpt,clinical,60,clin30,65,True,True,True
gpt,clinical,60,clin34,60,True,True,True
gpt,clinical,60,clin35,63,True,True,True
gpt,clinical,60,clin36,60,True,True,True
gpt,clinical,60,clin41,64,True,True,True
gpt,clinical,60,clin43,60,True,True,True
gpt,clinical,60,clin45,69,True,True,True
gpt,clinical,60,clin51,62,True,True,True
gpt,clinical,60,clin52,55,True,True,True
gpt,clinical,60,clin54,62,True,True,True
gpt,clinical,60,clin55,64,True,True,True
gpt,clinical,60,clin57,58,True,True,True
gpt,clinical,60,clin58,66,True,True,True
gpt,clinical,60,clin59,64,True,True,True
gpt,clinical,80,clin04,72,True,True,True
gpt,clinical,80,clin08,79,True,True,True
gpt,clinical,80,clin10,72,True,True,True
gpt,clinical,80,clin11,77,True,True,True
gpt,clinical,80,clin12,72,True,True,True
gpt,clinical,80,clin13,70,True,True,True
gpt,clinical,80,clin14,72,True,True,True
gpt,clinical,80,clin15,88,True,True,True
gpt,clinical,80,clin16,82,True,True,True
gpt,clinical,80,clin17,83,True,True,True
gpt,clinical,80,clin20,71,True,True,True
gpt,clinical,80,clin22,74,True,True,True
gpt,clinical,80,clin23,73,True,True,True
gpt,clinical,80,clin24,79,True,True,True
gpt,clinical,80,clin25,67,True,True,True
gpt,clinical,80,clin27,76,True,True,True
gpt,clinical,80,clin30,81,True,True,True
gpt,clinical,80,clin34,72,True,True,True
gpt,clinical,80,clin35,79,True,True,True
gpt,clinical,80,clin36,74,True,True,True
gpt,clinical,80,clin41,73,True,True,True
gpt,clinical,80,clin43,75,True,True,True
gpt,clinical,80,clin45,79,True,True,True
gpt,clinical,80,clin51,76,True,True,True
gpt,clinical,80,clin52,73,True,True,True
gpt,clinical,80,clin54,80,True,True,True
gpt,clinical,80,clin55,74,True,True,True
gpt,clinical,80,clin57,69,True,True,True
gpt,clinical,80,clin58,73,True,True,True
gpt,clinical,80,clin59,80,True,True,True
grok,incident,5,v5item00,6,False,True,False
grok,incident,5,v5item01,5,False,True,False
grok,incident,5,v5item03,5,False,True,False
grok,incident,5,v5item06,6,False,True,False
grok,incident,5,v5item07,5,False,True,False
grok,incident,5,v5item09,6,False,True,True
grok,incident,5,v5item10,5,False,True,False
grok,incident,5,v5item11,5,False,True,False
grok,incident,5,v5item12,6,False,True,False
grok,incident,5,v5item15,6,False,True,False
grok,incident,5,v5item19,5,False,True,False
grok,incident,5,v5item21,5,False,True,False
grok,incident,5,v5item22,6,False,True,False
grok,incident,5,v5item23,5,False,True,False
grok,incident,5,v5item24,7,False,True,False
grok,incident,5,v5item25,7,False,True,False
grok,incident,5,v5item26,5,False,True,False
grok,incident,5,v5item27,5,False,True,False
grok,incident,5,v5item30,8,False,True,False
grok,incident,5,v5item32,5,False,True,False
grok,incident,5,v5item34,5,False,True,False
grok,incident,5,v5item36,5,False,True,False
grok,incident,5,v5item37,7,False,True,False
grok,incident,5,v5item39,5,False,True,False
grok,incident,5,v5item41,5,False,True,False
grok,incident,5,v5item44,5,False,True,False
grok,incident,5,v5item48,9,False,True,False
grok,incident,5,v5item49,6,False,True,True
grok,incident,5,v5item53,5,False,True,True
grok,incident,5,v5item55,7,False,True,True
grok,incident,10,v5item00,9,False,True,False
grok,incident,10,v5item01,10,False,True,False
grok,incident,10,v5item03,9,False,True,False
grok,incident,10,v5item06,9,False,True,False
grok,incident,10,v5item07,10,False,True,False
grok,incident,10,v5item09,28,True,True,True
grok,incident,10,v5item10,11,False,True,False
grok,incident,10,v5item11,11,False,True,False
grok,incident,10,v5item12,22,True,True,True
grok,incident,10,v5item15,8,False,True,False
grok,incident,10,v5item19,9,False,True,False
grok,incident,10,v5item21,9,False,True,False
grok,incident,10,v5item22,11,False,True,False
grok,incident,10,v5item23,34,True,False,True
grok,incident,10,v5item24,9,False,True,False
grok,incident,10,v5item25,8,False,True,False
grok,incident,10,v5item26,9,False,True,False
grok,incident,10,v5item27,9,False,True,False
grok,incident,10,v5item30,11,False,True,False
grok,incident,10,v5item32,26,True,True,True
grok,incident,10,v5item34,10,False,True,False
grok,incident,10,v5item36,12,False,True,False
grok,incident,10,v5item37,10,False,True,False
grok,incident,10,v5item39,7,False,True,False
grok,incident,10,v5item41,16,False,True,False
grok,incident,10,v5item44,24,True,True,False
grok,incident,10,v5item48,11,False,True,False
grok,incident,10,v5item49,9,False,True,False
grok,incident,10,v5item53,10,False,True,False
grok,incident,10,v5item55,11,False,True,True
grok,incident,15,v5item00,23,True,True,True
grok,incident,15,v5item01,12,False,True,False
grok,incident,15,v5item03,29,True,True,True
grok,incident,15,v5item06,11,False,True,False
grok,incident,15,v5item07,15,False,True,False
grok,incident,15,v5item09,27,True,True,True
grok,incident,15,v5item10,13,False,True,False
grok,incident,15,v5item11,15,False,True,False
grok,incident,15,v5item12,28,True,True,True
grok,incident,15,v5item15,9,False,True,False
grok,incident,15,v5item19,12,False,True,False
grok,incident,15,v5item21,12,False,True,False
grok,incident,15,v5item22,20,False,True,False
grok,incident,15,v5item23,45,True,True,False
grok,incident,15,v5item24,19,True,True,True
grok,incident,15,v5item25,14,False,True,False
grok,incident,15,v5item26,11,False,True,False
grok,incident,15,v5item27,37,True,True,True
grok,incident,15,v5item30,11,False,True,False
grok,incident,15,v5item32,36,True,True,True
grok,incident,15,v5item34,12,False,False,False
grok,incident,15,v5item36,15,False,True,False
grok,incident,15,v5item37,15,False,True,False
grok,incident,15,v5item39,18,False,False,False
grok,incident,15,v5item41,18,False,False,False
grok,incident,15,v5item44,36,True,False,False
grok,incident,15,v5item48,11,False,True,False
grok,incident,15,v5item49,14,False,True,False
grok,incident,15,v5item53,16,False,True,False
grok,incident,15,v5item55,25,True,True,True
grok,incident,25,v5item00,33,True,True,True
grok,incident,25,v5item01,42,True,True,True
grok,incident,25,v5item03,43,True,True,True
grok,incident,25,v5item06,22,False,True,False
grok,incident,25,v5item07,23,False,True,False
grok,incident,25,v5item09,33,True,True,True
grok,incident,25,v5item10,39,True,True,True
grok,incident,25,v5item11,32,True,True,True
grok,incident,25,v5item12,33,True,True,True
grok,incident,25,v5item15,36,False,True,False
grok,incident,25,v5item19,29,True,True,True
grok,incident,25,v5item21,28,False,False,False
grok,incident,25,v5item22,35,True,True,True
grok,incident,25,v5item23,49,True,True,True
grok,incident,25,v5item24,34,True,True,True
grok,incident,25,v5item25,37,False,True,False
grok,incident,25,v5item26,20,False,True,False
grok,incident,25,v5item27,53,True,True,True
grok,incident,25,v5item30,30,False,False,False
grok,incident,25,v5item32,41,True,True,True
grok,incident,25,v5item34,19,False,False,False
grok,incident,25,v5item36,26,False,False,False
grok,incident,25,v5item37,43,True,True,True
grok,incident,25,v5item39,26,False,False,False
grok,incident,25,v5item41,40,True,True,True
grok,incident,25,v5item44,34,True,True,False
grok,incident,25,v5item48,20,False,True,False
grok,incident,25,v5item49,40,True,True,True
grok,incident,25,v5item53,45,True,True,True
grok,incident,25,v5item55,29,True,True,True
grok,incident,40,v5item00,47,True,True,True
grok,incident,40,v5item01,44,True,True,True
grok,incident,40,v5item03,55,True,True,True
grok,incident,40,v5item06,47,True,True,True
grok,incident,40,v5item07,51,True,True,True
grok,incident,40,v5item09,55,True,True,True
grok,incident,40,v5item10,45,True,True,True
grok,incident,40,v5item11,53,True,True,True
grok,incident,40,v5item12,55,True,True,True
grok,incident,40,v5item15,50,False,True,False
grok,incident,40,v5item19,48,True,True,True
grok,incident,40,v5item21,44,True,True,True
grok,incident,40,v5item22,49,True,True,True
grok,incident,40,v5item23,50,True,True,True
grok,incident,40,v5item24,50,True,True,True
grok,incident,40,v5item25,45,True,True,True
grok,incident,40,v5item26,35,True,True,True
grok,incident,40,v5item27,63,True,True,True
grok,incident,40,v5item30,40,False,False,False
grok,incident,40,v5item32,54,True,True,True
grok,incident,40,v5item34,42,False,False,False
grok,incident,40,v5item36,53,True,True,True
grok,incident,40,v5item37,55,True,True,True
grok,incident,40,v5item39,45,True,True,True
grok,incident,40,v5item41,44,False,False,False
grok,incident,40,v5item44,43,True,True,True
grok,incident,40,v5item48,45,True,True,True
grok,incident,40,v5item49,51,True,True,True
grok,incident,40,v5item53,53,True,True,True
grok,incident,40,v5item55,30,True,True,True
grok,incident,60,v5item00,41,True,True,True
grok,incident,60,v5item01,45,True,True,True
grok,incident,60,v5item03,51,True,True,True
grok,incident,60,v5item06,45,True,True,True
grok,incident,60,v5item07,57,True,True,True
grok,incident,60,v5item09,49,True,True,True
grok,incident,60,v5item10,51,True,True,True
grok,incident,60,v5item11,60,True,True,True
grok,incident,60,v5item12,57,True,True,True
grok,incident,60,v5item15,60,False,False,False
grok,incident,60,v5item19,63,True,True,True
grok,incident,60,v5item21,48,True,True,True
grok,incident,60,v5item22,41,True,True,True
grok,incident,60,v5item23,60,True,True,True
grok,incident,60,v5item24,55,True,True,True
grok,incident,60,v5item25,49,True,True,True
grok,incident,60,v5item26,55,True,True,True
grok,incident,60,v5item27,64,True,True,True
grok,incident,60,v5item30,56,False,False,False
grok,incident,60,v5item32,54,True,True,True
grok,incident,60,v5item34,55,False,False,False
grok,incident,60,v5item36,55,True,True,True
grok,incident,60,v5item37,69,True,True,True
grok,incident,60,v5item39,48,True,True,True
grok,incident,60,v5item41,60,True,True,True
grok,incident,60,v5item44,61,True,True,False
grok,incident,60,v5item48,47,True,True,True
grok,incident,60,v5item49,62,True,True,True
grok,incident,60,v5item53,60,True,True,True
grok,incident,60,v5item55,37,True,True,True
grok,incident,80,v5item00,50,True,True,True
grok,incident,80,v5item01,57,True,True,True
grok,incident,80,v5item03,66,True,True,True
grok,incident,80,v5item06,58,True,True,True
grok,incident,80,v5item07,58,True,True,True
grok,incident,80,v5item09,52,True,True,True
grok,incident,80,v5item10,63,True,True,True
grok,incident,80,v5item11,89,True,True,True
grok,incident,80,v5item12,61,True,True,True
grok,incident,80,v5item15,83,True,True,True
grok,incident,80,v5item19,75,True,True,True
grok,incident,80,v5item21,57,True,True,True
grok,incident,80,v5item22,50,True,True,True
grok,incident,80,v5item23,66,True,True,True
grok,incident,80,v5item24,63,True,True,True
grok,incident,80,v5item25,68,True,True,True
grok,incident,80,v5item26,75,True,True,False
grok,incident,80,v5item27,67,True,False,True
grok,incident,80,v5item30,64,False,False,False
grok,incident,80,v5item32,85,True,True,True
grok,incident,80,v5item34,58,True,True,True
grok,incident,80,v5item36,61,True,True,True
grok,incident,80,v5item37,75,True,True,True
grok,incident,80,v5item39,45,True,True,True
grok,incident,80,v5item41,67,True,True,True
grok,incident,80,v5item44,68,True,True,False
grok,incident,80,v5item48,60,True,True,True
grok,incident,80,v5item49,70,True,True,True
grok,incident,80,v5item53,54,True,True,True
grok,incident,80,v5item55,40,True,True,True
